,a0c0,a0c1,a0c2,a1c0,a1c1,a1c2,a2c0,a2c1,a2c2,a3c0,a3c1,a3c2,dist_x,dist_y,time
167,-81.0,-68.0,-76.0,-64.0,-61.0,-68.0,-82.0,-84.0,-76.0,-81.0,-77.0,-83.0,10.0,3.1000000000000005,00:02:19:910
168,-81.0,-76.0,-75.0,-64.0,-61.0,-58.0,-70.0,-74.0,-76.0,-81.0,-88.0,-83.0,10.0,3.1000000000000005,00:02:20:744
169,-68.0,-68.0,-65.0,-64.0,-61.0,-68.0,-80.0,-84.0,-76.0,-80.0,-78.0,-87.0,10.0,3.1000000000000005,00:02:20:953
170,-68.0,-69.0,-64.0,-64.0,-61.0,-68.0,-81.0,-84.0,-70.0,-83.0,-85.0,-87.0,10.0,3.1000000000000005,00:02:21:383
171,-81.0,-68.0,-65.0,-64.0,-61.0,-68.0,-81.0,-84.0,-70.0,-77.0,-85.0,-87.0,10.0,3.1000000000000005,00:02:21:795
172,-81.0,-67.0,-65.0,-64.0,-61.0,-68.0,-81.0,-74.0,-70.0,-81.0,-85.0,-83.0,10.0,3.1000000000000005,00:02:22:213
173,-68.0,-62.0,-75.0,-64.0,-65.0,-68.0,-80.0,-74.0,-76.0,-80.0,-88.0,-88.0,10.0,3.1000000000000005,00:02:22:832
174,-68.0,-76.0,-65.0,-64.0,-65.0,-67.0,-80.0,-76.0,-77.0,-80.0,-78.0,-87.0,10.0,3.1000000000000005,00:02:23:254
175,-68.0,-76.0,-65.0,-64.0,-65.0,-68.0,-82.0,-75.0,-76.0,-80.0,-78.0,-87.0,10.0,3.1000000000000005,00:02:23:682
176,-81.0,-68.0,-69.0,-64.0,-61.0,-68.0,-82.0,-84.0,-76.0,-81.0,-77.0,-84.0,10.0,3.1000000000000005,00:02:23:894
177,-81.0,-76.0,-75.0,-64.0,-61.0,-59.0,-70.0,-74.0,-76.0,-81.0,-77.0,-83.0,10.0,3.1000000000000005,00:02:24:305
178,-81.0,-76.0,-75.0,-65.0,-61.0,-58.0,-70.0,-74.0,-75.0,-81.0,-88.0,-84.0,10.0,3.1000000000000005,00:02:24:722
179,-68.0,-68.0,-65.0,-65.0,-61.0,-68.0,-81.0,-84.0,-76.0,-80.0,-78.0,-86.0,10.0,3.1000000000000005,00:02:24:933
180,-82.0,-76.0,-75.0,-64.0,-65.0,-67.0,-70.0,-74.0,-76.0,-81.0,-79.0,-84.0,10.0,3.1000000000000005,00:02:25:138
181,-68.0,-69.0,-65.0,-65.0,-61.0,-68.0,-81.0,-73.0,-76.0,-83.0,-84.0,-87.0,10.0,3.1000000000000005,00:02:25:348
182,-68.0,-69.0,-64.0,-64.0,-61.0,-68.0,-82.0,-84.0,-70.0,-83.0,-85.0,-88.0,10.0,3.1000000000000005,00:02:25:755
183,-68.0,-76.0,-76.0,-65.0,-65.0,-67.0,-80.0,-74.0,-76.0,-81.0,-88.0,-84.0,10.0,3.1000000000000005,00:02:26:390
184,-68.0,-77.0,-65.0,-64.0,-65.0,-68.0,-81.0,-75.0,-76.0,-80.0,-78.0,-88.0,10.0,3.1000000000000005,00:02:26:817
185,-68.0,-76.0,-65.0,-64.0,-65.0,-68.0,-81.0,-75.0,-76.0,-80.0,-78.0,-87.0,10.0,3.1000000000000005,00:02:27:232
186,-68.0,-76.0,-65.0,-64.0,-65.0,-68.0,-82.0,-75.0,-76.0,-83.0,-85.0,-88.0,10.0,3.1000000000000005,00:02:27:645
187,-80.0,-68.0,-76.0,-64.0,-61.0,-68.0,-81.0,-83.0,-76.0,-81.0,-85.0,-84.0,10.0,3.1000000000000005,00:02:27:856
188,-80.0,-76.0,-76.0,-64.0,-61.0,-60.0,-73.0,-74.0,-76.0,-81.0,-89.0,-84.0,10.0,3.1000000000000005,00:02:28:706
189,-68.0,-67.0,-65.0,-64.0,-61.0,-68.0,-81.0,-84.0,-76.0,-83.0,-86.0,-86.0,10.0,3.1000000000000005,00:02:28:921
190,-81.0,-68.0,-65.0,-64.0,-62.0,-68.0,-81.0,-84.0,-70.0,-77.0,-84.0,-87.0,10.0,3.1000000000000005,00:02:29:349
191,-81.0,-68.0,-65.0,-64.0,-62.0,-68.0,-82.0,-74.0,-70.0,-77.0,-85.0,-87.0,10.0,3.1000000000000005,00:02:29:772
192,-74.0,-67.0,-67.0,-54.0,-57.0,-65.0,-77.0,-70.0,-71.0,-82.0,-87.0,-79.0,11.0,3.1000000000000005,00:03:54:392
193,-67.0,-73.0,-67.0,-54.0,-51.0,-65.0,-73.0,-70.0,-68.0,-82.0,-88.0,-79.0,11.0,3.1000000000000005,00:03:54:821
194,-67.0,-72.0,-67.0,-54.0,-53.0,-65.0,-73.0,-74.0,-67.0,-82.0,-87.0,-78.0,11.0,3.1000000000000005,00:03:55:227
195,-74.0,-71.0,-72.0,-54.0,-60.0,-58.0,-77.0,-74.0,-70.0,-81.0,-80.0,-82.0,11.0,3.1000000000000005,00:03:55:437
196,-73.0,-71.0,-67.0,-51.0,-60.0,-58.0,-77.0,-67.0,-71.0,-80.0,-74.0,-80.0,11.0,3.1000000000000005,00:03:55:860
197,-75.0,-71.0,-67.0,-51.0,-60.0,-58.0,-77.0,-67.0,-71.0,-81.0,-74.0,-77.0,11.0,3.1000000000000005,00:03:56:275
198,-75.0,-71.0,-67.0,-51.0,-59.0,-58.0,-73.0,-67.0,-71.0,-81.0,-75.0,-77.0,11.0,3.1000000000000005,00:03:56:693
199,-66.0,-72.0,-72.0,-60.0,-57.0,-58.0,-73.0,-70.0,-70.0,-88.0,-81.0,-78.0,11.0,3.1000000000000005,00:03:56:897
200,-66.0,-71.0,-72.0,-60.0,-57.0,-54.0,-75.0,-75.0,-72.0,-80.0,-80.0,-82.0,11.0,3.1000000000000005,00:03:57:739
201,-66.0,-71.0,-72.0,-60.0,-57.0,-54.0,-75.0,-75.0,-72.0,-80.0,-80.0,-82.0,11.0,3.1000000000000005,00:03:58:152
202,-74.0,-71.0,-67.0,-54.0,-55.0,-65.0,-77.0,-70.0,-71.0,-81.0,-88.0,-78.0,11.0,3.1000000000000005,00:03:58:359
203,-74.0,-66.0,-67.0,-54.0,-57.0,-65.0,-77.0,-70.0,-71.0,-81.0,-88.0,-78.0,11.0,3.1000000000000005,00:03:58:767
204,-74.0,-71.0,-72.0,-54.0,-60.0,-59.0,-69.0,-74.0,-70.0,-81.0,-80.0,-82.0,11.0,3.1000000000000005,00:03:59:407
205,-74.0,-72.0,-72.0,-54.0,-60.0,-59.0,-77.0,-74.0,-70.0,-81.0,-74.0,-80.0,11.0,3.1000000000000005,00:03:59:824
206,-74.0,-71.0,-67.0,-51.0,-60.0,-58.0,-77.0,-67.0,-71.0,-81.0,-74.0,-80.0,11.0,3.1000000000000005,00:04:00:237
207,-67.0,-72.0,-72.0,-67.0,-57.0,-65.0,-73.0,-70.0,-70.0,-82.0,-88.0,-78.0,11.0,3.1000000000000005,00:04:00:859
208,-74.0,-71.0,-67.0,-51.0,-59.0,-58.0,-73.0,-67.0,-71.0,-81.0,-75.0,-77.0,11.0,3.1000000000000005,00:04:01:071
209,-67.0,-71.0,-72.0,-60.0,-57.0,-54.0,-75.0,-74.0,-70.0,-81.0,-80.0,-82.0,11.0,3.1000000000000005,00:04:01:706
210,-67.0,-71.0,-72.0,-60.0,-57.0,-54.0,-75.0,-75.0,-71.0,-81.0,-79.0,-82.0,11.0,3.1000000000000005,00:04:02:130
211,-74.0,-66.0,-67.0,-54.0,-57.0,-65.0,-77.0,-70.0,-71.0,-81.0,-88.0,-78.0,11.0,3.1000000000000005,00:04:02:343
212,-66.0,-72.0,-67.0,-54.0,-51.0,-65.0,-73.0,-70.0,-68.0,-81.0,-88.0,-78.0,11.0,3.1000000000000005,00:04:02:755
213,-66.0,-72.0,-67.0,-54.0,-53.0,-65.0,-73.0,-74.0,-68.0,-82.0,-88.0,-78.0,11.0,3.1000000000000005,00:04:03:180
214,-74.0,-71.0,-72.0,-54.0,-60.0,-59.0,-77.0,-74.0,-70.0,-81.0,-75.0,-80.0,11.0,3.1000000000000005,00:04:03:398
215,-74.0,-71.0,-67.0,-51.0,-60.0,-58.0,-77.0,-67.0,-71.0,-81.0,-74.0,-80.0,11.0,3.1000000000000005,00:04:03:818
216,-74.0,-71.0,-67.0,-51.0,-62.0,-58.0,-73.0,-69.0,-72.0,-81.0,-75.0,-77.0,11.0,3.1000000000000005,00:04:04:242
217,-66.0,-71.0,-72.0,-60.0,-58.0,-58.0,-73.0,-70.0,-70.0,-82.0,-81.0,-82.0,11.0,3.1000000000000005,00:04:04:452
218,-66.0,-71.0,-72.0,-60.0,-58.0,-54.0,-75.0,-74.0,-70.0,-81.0,-81.0,-82.0,11.0,3.1000000000000005,00:04:04:876
219,-66.0,-71.0,-72.0,-60.0,-57.0,-54.0,-75.0,-75.0,-71.0,-81.0,-80.0,-82.0,11.0,3.1000000000000005,00:04:05:309
220,-74.0,-71.0,-68.0,-54.0,-57.0,-65.0,-77.0,-70.0,-71.0,-81.0,-88.0,-78.0,11.0,3.1000000000000005,00:04:05:518
221,-66.0,-71.0,-68.0,-54.0,-52.0,-65.0,-73.0,-70.0,-68.0,-82.0,-88.0,-78.0,11.0,3.1000000000000005,00:04:05:936
222,-74.0,-70.0,-72.0,-54.0,-60.0,-58.0,-77.0,-74.0,-70.0,-81.0,-74.0,-80.0,11.0,3.1000000000000005,00:04:06:577
223,-76.0,-70.0,-67.0,-51.0,-59.0,-58.0,-77.0,-67.0,-71.0,-81.0,-75.0,-80.0,11.0,3.1000000000000005,00:04:06:999
224,-74.0,-70.0,-67.0,-51.0,-60.0,-58.0,-73.0,-67.0,-71.0,-81.0,-74.0,-77.0,11.0,3.1000000000000005,00:04:07:424
225,-66.0,-70.0,-72.0,-60.0,-57.0,-54.0,-75.0,-74.0,-70.0,-81.0,-79.0,-82.0,11.0,3.1000000000000005,00:04:08:067
